Word,Similarity
grades,0.41873968
slate,0.4187328
hypothermia,0.41873094
pamphlet,0.41862595
polish,0.4185508
largemouth,0.41825128
gumdrop,0.41809422
coat,0.4180732
tools,0.4180495
cola,0.41796947
soil,0.4179387
rain,0.41792607
lobe,0.41781798
thought,0.41774428
think,0.41765186
hickey,0.41759694
massive,0.41744947
meed,0.41738522
cup,0.4173761
edit,0.41734636
schoolwork,0.41734126
brainstem,0.41724283
shopping,0.4172325
showed,0.41716087
watercolor,0.41711017
smock,0.4168452
mind,0.41674817
marker,0.41670203
subsoil,0.41667202
light,0.4165391
highlighter,0.41630828
toilet,0.41628623
refrigerator,0.4162107
brooder,0.41619885
makeup,0.41615152
illustration,0.41613808
grape,0.4161185
missile,0.4160725
hair,0.41607088
electrocardiogram,0.4160457
metal,0.4159187
rainbow,0.4157912
bolt,0.41570622
locomotion,0.41566604
blackboard,0.41554397
divider,0.4154808
houseplant,0.4153772
dyke,0.4152242
environmentalist,0.4152193
trunks,0.41514236
embarrasment,0.41500935
male,0.415
requester,0.4148486
porthole,0.41480416
empathy,0.41470802
newspaper,0.4146562
dollar,0.41455603
harvester,0.41451198
transgender,0.41450897
come,0.41443598
ground,0.41435415
scaffolding,0.4142527
babies,0.41414338
saddle,0.41402826
grow,0.41388687
mechanic,0.41380757
beanbags,0.41371357
cycle,0.41357088
infection,0.41334975
reel,0.41332117
garbage,0.4132715
mapping,0.4131829
bloomer,0.41314277
sweatbox,0.41310948
bedding,0.41310054
bisque,0.4130862
swatch,0.41303897
toxicologist,0.41292185
toilette,0.4129104
blip,0.41288674
nothing,0.41281474
auto,0.4127711
pothole,0.41265815
poultry,0.41262794
wrench,0.41258937
whip,0.41257834
artery,0.41255438
cardboard,0.41252935
pulley,0.41251165
flood,0.4124538
female,0.4124316
crevice,0.41240543
bottleneck,0.4123319
fatigue,0.4123265
foldout,0.41231874
mate,0.41219887
spittoon,0.4120835
telemarketer,0.41204667
sailcloth,0.41201347
stylus,0.41184977
elementary,0.41178045
stapler,0.41166937
housedress,0.41152042
drum,0.41150662
ad,0.41130522
towels,0.4112525
rocket,0.41122535
tearoom,0.41117346
slobber,0.41116965
milkman,0.4111673
floor,0.41112834
bum,0.41107145
crop,0.41097748
tool,0.41081053
mutt,0.41079646
internet,0.41074187
transceiver,0.41073102
beads,0.4106884
pegboard,0.4106595
ugliness,0.41059417
utensils,0.41047066
rear,0.4104684
slipcover,0.4104321
sock,0.41033265
flowers,0.41017142
peeper,0.4101565
nice,0.41008997
beaker,0.41005778
psychiatrist,0.40995732
storage,0.4099056
roller,0.40988302
gyroscope,0.40983844
helmet,0.40954915
language,0.40954137
agriculture,0.40929842
car,0.4092968
gonad,0.40922916
booger,0.40918016
smorgasbord,0.40904745
variation,0.40891522
carp,0.4087963
keypad,0.40868062
prong,0.40864128
heap,0.40858513
wizard,0.40851256
telephoto,0.40830845
mushrooms,0.40828905
skateboarding,0.40825957
motorist,0.40823847
horseshit,0.40811855
teapot,0.4080268
under,0.40802014
person,0.4076568
latrine,0.40763694
limp,0.40749124
tidewater,0.40737903
lantern,0.40732837
hot,0.4073177
spaceship,0.40730268
painter,0.40726632
partition,0.40701914
ball,0.40696007
kneepad,0.4068975
freshness,0.40689105
top,0.4068097
spreadsheet,0.40642762
checker,0.40639108
menthol,0.40632433
advil,0.40627822
congestion,0.40626043
armpit,0.4060635
earplugs,0.40562648
firewater,0.40557486
canister,0.40552092
seaweed,0.40546557
dark,0.40532133
groove,0.4052328
cube,0.40520906
streaming,0.4050781
orange,0.40481004
calves,0.40480924
proctologist,0.40470958
hyperdrive,0.40430164
leg,0.40429586
mark,0.40426034
truffle,0.40425318
dress,0.4041663
channel,0.40416563
sound,0.40404117
vaccine,0.40402785
memo,0.40400842
biosphere,0.4039247
tupperware,0.40383914
breathe,0.4037904
laptop,0.40378988
logjam,0.40376422
treadmill,0.40373287
pushbutton,0.40343866
labeler,0.40341544
maps,0.40341276
football,0.4033242
kitchen,0.40319058
boiler,0.40318078
jumpsuit,0.40290928
sedative,0.4028901
money,0.40282023
clam,0.40281278
jeep,0.40277475
knitting,0.40274864
cannon,0.4026943
glowworm,0.4026457
stockings,0.40261257
float,0.40246806
locomotive,0.40240392
logos,0.40237856
quiz,0.40223864
monopoly,0.40211335
rolex,0.40198556
pathogen,0.4018733
snooper,0.40185675
stationery,0.40176165
period,0.40165347
bridge,0.4015878
coverall,0.40154266
seedling,0.4015221
warplane,0.4015212
raincoat,0.4013052
playhouse,0.4011119
philosophy,0.40091276
guts,0.4006207
chimney,0.4005194
log,0.40050745
ceramics,0.40034935
insurance,0.4001972
chart,0.40018952
laundrywoman,0.4001761
chickens,0.40011168
mammogram,0.40010434
pervert,0.4000466
jet,0.3999776
turntable,0.399772
massage,0.39965308
platform,0.39964068
english,0.39962938
varnish,0.39959735
dj,0.39953825
through,0.39953822
hornet,0.3995164
dirt,0.3993017
european,0.39915144
beet,0.39909366
letter,0.39906046
pointer,0.39903337
pajamas,0.39897954
milkshake,0.39892316
flour,0.3988425
weather,0.39870334
emu,0.39864838
scope,0.39854884
midterm,0.3983892
passage,0.398302
alcoholism,0.39827853
footbath,0.398228
brow,0.39818233
scanner,0.39817888
edibles,0.3981576
firearm,0.39811528
execution,0.39810953
essay,0.3981093
talking,0.39802575
grain,0.39800248
clouds,0.39791465
sharkskin,0.3978213
muzzle,0.39756608
parka,0.3975501
cooler,0.39754206
neat,0.39751375
transvestite,0.3974645
steamroller,0.39736834
child,0.39711398
wholesaler,0.39707214
slicer,0.39702022
sneakers,0.39699098
grapefruit,0.39698273
robe,0.39697203
build,0.39675564
eraser,0.39654058
daffodil,0.39643347
hip,0.39637944
false,0.39624107
bus,0.3962363
microbiologist,0.39620918
tentacle,0.39617607
camcorder,0.39613175
smokehouse,0.39607975
one,0.39606133
potpourri,0.39598638
weed,0.3958841
gauge,0.39588076
sensor,0.39579
placard,0.39577264
slush,0.3956587
rink,0.3955775
druggist,0.3955712
sesame,0.39540035
drummer,0.3953438
squeaker,0.39525557
beanstalk,0.395252
reword,0.39522806
flypaper,0.39521366
ovary,0.3951456
livestock,0.39513654
bathtub,0.39509207
hairdryer,0.3950504
mullet,0.39495274
horse,0.39493415
pain,0.39492485
importance,0.3948892
windowpane,0.39486954
stamps,0.39484644
bristle,0.39478046
fryer,0.39474362
shirt,0.39474028
cheapskate,0.39469844
node,0.3946041
solutions,0.39458424
sticks,0.39454305
popgun,0.39447877
goggles,0.3944068
infector,0.3943692
bandage,0.39427432
pantaloons,0.39415258
greenroom,0.39374676
blinker,0.39369893
rot,0.39359128
frankincense,0.39351764
sign,0.39349526
mildew,0.3934688
soda,0.3933955
substation,0.393341
earthworm,0.39328125
carport,0.39316297
field,0.39314505
streetlamp,0.39304256
shoes,0.39304143
matches,0.39303207
toy,0.3929825
flower,0.39280438
sulfite,0.39274955
pinhole,0.39274904
ashes,0.39272577
pantry,0.39265084
mast,0.39262637
home,0.39256442
superconductor,0.3925547
headset,0.3925388
searchlight,0.39252263
hubcap,0.3925167
videotape,0.3925158
baby,0.39247653
battery,0.39245075
carrier,0.39238232
hyperventilation,0.39232194
nugget,0.39231974
wound,0.3922159
pine,0.3921919
nuts,0.39217907
wineglass,0.39215285
submitter,0.39211637
midline,0.39208537
thigh,0.39206222
kerchief,0.39205384
license,0.392051
shower,0.39204496
manhole,0.39188904
spitball,0.39180127
rational,0.39166695
buoy,0.39156583
undershorts,0.39142403
soup,0.39118952
range,0.3909839
pigeonhole,0.39097607
blemish,0.39085323
hunger,0.39073813
alternator,0.39070797
man,0.3906524
poser,0.39053214
digger,0.39048228
video,0.39040726
putty,0.39040455
resuscitator,0.3903283
geyser,0.3903087
bug,0.39028972
aroma,0.3902843
chair,0.3902573
pigskin,0.3902495
university,0.39011657
elk,0.3900209
doctor,0.3899762
institute,0.38993207
percussion,0.38991785
mite,0.38990888
demolition,0.38978112
carafe,0.3897437
fireproofing,0.38951355
mitten,0.38936865
bicycle,0.38933408
dwelling,0.38930148
psychotherapist,0.38927093
knickers,0.38927072
closet,0.38925827
grinder,0.38921133
griddle,0.38915944
burn,0.3890025
greenback,0.38882804
wallflower,0.38880503
womanizer,0.38877913
quadriceps,0.38871256
hydrant,0.38866356
dream,0.38864034
cutlery,0.38861334
chiffon,0.3885016
streamliner,0.38848716
towel,0.3884853
monogram,0.3883443
teabag,0.38832837
fruit,0.38826227
chariot,0.38826185
eel,0.38823426
search,0.38820356
esophagus,0.38817382
avocado,0.3881444
midsection,0.3880331
clunker,0.38797432
magnetometer,0.3878538
mouthpiece,0.3877421
firearms,0.3876512
caramel,0.3875879
mealworm,0.387525
wheelchair,0.38749653
exchange,0.387388
buyer,0.38721383
suspenders,0.3872065
stove,0.38713646
cervix,0.38710323
circuit,0.3870652
neurobiologist,0.38696176
milkmaid,0.38690627
suits,0.3868685
portion,0.3868194
washerwoman,0.3867789
wagonload,0.38659626
arms,0.38649774
parfait,0.38639683
gremlin,0.3861045
breadboard,0.3860708
brush,0.38603312
frame,0.38600978
cigarette,0.38589633
goats,0.38589382
tonic,0.3858719
bag,0.3857102
cyst,0.3857076
champagne,0.38564795
camel,0.38557833
editor,0.38550538
cubicle,0.38539913
pompom,0.38538796
appendix,0.38533247
fondue,0.385227
ax,0.3850682
razor,0.38505793
fixer,0.3849659
behemoth,0.38493255
watercress,0.38485786
nerve,0.38469744
dreaming,0.38469633
scan,0.38465324
flusher,0.3845479
trees,0.38438976
chairs,0.38438123
camera,0.3843771
tops,0.38424313
clasp,0.38413292
backpack,0.38412672
communication,0.3841011
rap,0.38409042
nosing,0.38408652
cork,0.38401684
darkness,0.38398302
drone,0.3838374
carpetbag,0.38361853
imagination,0.3835647
hamster,0.383471
reed,0.38344285
fireplace,0.38310337
thinker,0.38304597
parsnip,0.3829868
educator,0.38292736
underwriter,0.3829249
poet,0.38290498
artillery,0.38288683
philosopher,0.3827709
kids,0.38271618
sealskin,0.38270035
gripper,0.38265675
mansion,0.38247776
floodplain,0.38246644
trucker,0.38245147
blood,0.38238072
gravy,0.3823674
abortion,0.382245
dart,0.38195437
unicycle,0.38194603
spa,0.381868
sunlamp,0.38179678
crane,0.38177615
keyboard,0.38169724
juicer,0.3816944
floss,0.38168985
wreck,0.3816536
karam,0.38155502
cancer,0.38144326
gloves,0.38143104
fungi,0.3813092
contract,0.3811592
pail,0.38115126
lamb,0.38107538
banner,0.3810535
animal,0.38105243
cornhusk,0.3810308
jade,0.38093448
immunization,0.38080752
almond,0.380795
mussels,0.38078338
cauldron,0.38076955
shoulder,0.3806364
wine,0.38055173
virgin,0.3805161
balloonist,0.38033023
canteen,0.38030472
farm,0.38025916
spore,0.38003176
termite,0.38001674
onion,0.37999636
scales,0.37988293
cinder,0.37966245
wand,0.37957102
biologist,0.37947118
artwork,0.3794077
trapezoid,0.37937284
cushion,0.37932563
lower,0.3792687
darts,0.37915203
dealership,0.37906158
mermaid,0.37898222
skates,0.37896663
trunk,0.37893355
way,0.3788991
tap,0.37885743
snakeskin,0.378735
persistance,0.37870497
clay,0.3786803
mandrake,0.37864366
quicksand,0.3785746
mammal,0.37856466
renovation,0.37853357
tiller,0.37852633
coffee,0.37847745
abrasion,0.3784572
racecar,0.37840012
horses,0.37834042
controls,0.3781483
wheel,0.3781237
infant,0.37807935
masses,0.3780105
cow,0.37797216
facility,0.37794232
nightlight,0.37790954
icing,0.3778925
woodpile,0.37788785
gymnasium,0.37786335
hunks,0.37785915
insect,0.37784612
harness,0.3777755
replica,0.3777677
backward,0.37768131
supercomputer,0.37767884
fissure,0.37765852
copier,0.37765843
planter,0.37762856
morgue,0.37758195
moneybag,0.37747723
seat,0.377416
seashell,0.37732783
photocopier,0.37727776
birdseed,0.37725902
gills,0.3772241
piercer,0.37715954
curve,0.377159
tramway,0.37704048
unicorn,0.3770283
building,0.3770035
dolphin,0.37695453
lighter,0.3768497
bra,0.37660164
gasp,0.37654823
corkscrew,0.37646103
weights,0.37645328
taste,0.376405
wig,0.37631
excavator,0.376286
vinaigrette,0.37628254
barricade,0.37621802
me,0.37621403
circle,0.376095
beeper,0.37603298
uproar,0.37598112
beachwear,0.37578517
bundler,0.3757804
labor,0.37553823
consternation,0.3754504
cloud,0.3752638
hardcopy,0.37522054
cock,0.37521067
sequencer,0.3750148
meat,0.37466335
paintball,0.3745637
roadwork,0.3745342
maker,0.37436002
gin,0.37411347
snapshot,0.37402898
