Word,Similarity
tramway,0.46905687
searchlight,0.46898556
mines,0.46876073
chairlift,0.4687462
sensor,0.4680836
function,0.46757916
codex,0.4674592
locomotion,0.4673948
rem,0.46734834
razor,0.46730414
showed,0.46729982
brainstem,0.46719858
scooter,0.46699655
home,0.4669091
wrench,0.4668855
replica,0.4666404
body,0.46661687
glucometer,0.46653035
scissors,0.46637356
orbiter,0.46607855
human,0.4654043
obstruction,0.46505663
hummer,0.46487582
bleach,0.46481785
office,0.46434394
interference,0.4642403
expo,0.46421793
macaroni,0.46421027
shop,0.4637775
filament,0.46322438
bureau,0.46322203
sandblaster,0.46315897
racecar,0.46247578
electrochemist,0.4623847
texting,0.4622816
chrome,0.46175998
checker,0.4616605
pump,0.46146235
flight,0.46142018
type,0.4613654
sink,0.4613121
tweezer,0.46121866
mirror,0.4609103
piston,0.46066296
legs,0.4595467
fuel,0.45940748
warplane,0.45937273
atoms,0.4593697
cutlery,0.4592166
sawmill,0.45911425
binocular,0.45874357
bin,0.4586374
hairdryer,0.4578331
jackhammer,0.45780516
compass,0.45745513
propeller,0.45736498
groceries,0.45716822
money,0.4571501
lead,0.45708656
sort,0.45700458
dealership,0.4563753
mouse,0.45622784
icebox,0.4558595
anvil,0.45580584
blinker,0.45543244
timer,0.45531607
urn,0.45526037
shopping,0.45514977
chronograph,0.45513058
workshop,0.4550802
mapping,0.4550526
thumbtack,0.45493037
snowmobile,0.45462948
codeine,0.45434296
dwelling,0.45424098
monorail,0.4541776
photo,0.4540156
language,0.45397055
conditioner,0.4539159
keyboardist,0.45391
toilet,0.45390567
drain,0.4536575
node,0.45359075
data,0.45350018
ether,0.45341927
grinder,0.453361
anemometer,0.45320344
build,0.452798
thumbscrew,0.45265245
cashbook,0.45254815
infuser,0.45246375
insects,0.45237845
crypt,0.45231074
understanding,0.45225832
frame,0.45223472
detergent,0.45218587
container,0.45163572
ability,0.4514916
firearm,0.45147502
checkbook,0.4513227
freon,0.45087034
forms,0.45074436
solver,0.45074266
boiler,0.45056558
excavation,0.44992754
antiques,0.44991863
errand,0.4498385
ejector,0.44972986
webbing,0.44967738
cart,0.44949633
wigwam,0.44929022
windowpane,0.44897285
bedroom,0.4488625
channel,0.44852513
blacksmith,0.44763294
spacesuit,0.447559
come,0.44746274
telescope,0.4472025
notebook,0.44657898
needles,0.44656786
needle,0.44614774
beacon,0.44608626
infector,0.44594914
eyedropper,0.44585425
convertible,0.4457092
tap,0.44568428
engineer,0.44544634
manual,0.4451955
dollar,0.44497246
masher,0.44481897
clot,0.44479185
stamper,0.44468606
table,0.44424516
sacker,0.44412535
bulb,0.44392914
library,0.44367498
eggbeater,0.4435455
exhibit,0.4434293
pointer,0.4431248
train,0.4430972
ideas,0.44250077
streaming,0.4422264
hobbies,0.44212925
way,0.44208997
reel,0.4419388
insides,0.44178092
platform,0.4416948
photograph,0.4416784
instrument,0.44167793
sneakers,0.44161287
substation,0.4412905
insect,0.44125488
windscreen,0.4412016
nuclei,0.44118303
transcriber,0.4411521
gambling,0.4411434
storage,0.44110468
nuke,0.4406463
schoolwork,0.44061202
lamp,0.44053984
chainsaw,0.44033667
pad,0.44031686
shaver,0.44023255
chock,0.44010657
missile,0.43996787
area,0.43993652
creature,0.43975452
glitter,0.439591
stove,0.43954372
van,0.43951792
sonar,0.4394935
education,0.43947428
person,0.43943754
mutant,0.4393195
trunk,0.439228
communication,0.439169
print,0.4389457
racetrack,0.43888724
sewing,0.4386605
wonder,0.43852618
goods,0.43852293
carport,0.43852243
maps,0.43849203
radar,0.43838054
forger,0.43835372
jigsaw,0.43818995
contact,0.4380916
locker,0.43798763
chat,0.43786618
noggin,0.43768796
iron,0.4375984
racer,0.4375144
wand,0.43745542
chairs,0.43738735
entryway,0.43721673
soundtrack,0.43706006
account,0.4370142
maker,0.43693346
tape,0.4367875
ticket,0.436701
metal,0.43647918
illustration,0.43620133
neuroscientist,0.43592656
launcher,0.43589467
thumbhole,0.43588707
crystalloid,0.43586412
pawnshop,0.43562457
cash,0.4355997
mop,0.4348134
inks,0.43460453
slate,0.4345946
solutions,0.43450534
corkboard,0.43445432
polyethylene,0.43427593
cabin,0.43405247
sound,0.43400338
lectern,0.43376988
piano,0.43371886
levers,0.43351206
spinner,0.4333037
sunlamp,0.43329403
bookcase,0.43323588
jog,0.43321052
prop,0.4332083
carpetbag,0.43293583
nugget,0.43280935
breadboard,0.43270707
track,0.43259823
drive,0.43256876
cerebrum,0.43250805
swimsuit,0.43242723
firearms,0.43231338
tableware,0.43200925
chipmunk,0.43183494
lettering,0.43180513
pens,0.4315239
toilette,0.43101978
toyota,0.4308178
cavern,0.43073365
register,0.4306718
trampoline,0.430633
acetylene,0.43038788
spotlight,0.43036976
motorist,0.43035364
foldout,0.4302817
spinout,0.43011767
gyroscope,0.43005764
idea,0.42984885
idler,0.42979887
slicer,0.42971128
litter,0.4295516
peeper,0.42954123
rug,0.4294908
me,0.4294591
million,0.42941898
waterwheel,0.4293818
chickens,0.42929113
game,0.4291976
streamliner,0.4290032
scripts,0.4289868
crack,0.42877293
vibration,0.4286032
tupperware,0.42841357
peeler,0.42834732
galaxy,0.42809534
casing,0.4279454
factory,0.42781824
evolution,0.42777032
nerve,0.42774963
scratcher,0.42750156
nightlight,0.42748463
clinic,0.42739797
one,0.42730448
commodity,0.42726487
prosthesis,0.4270995
closet,0.4270689
aquarium,0.42693985
logjam,0.42681688
molten,0.42680094
toaster,0.42665005
starch,0.42654735
probe,0.42648527
tractor,0.42648
woodwork,0.42645133
linoleum,0.4264074
electrocardiogram,0.42640102
aesthetics,0.42632517
throttle,0.42631826
rolex,0.4261994
pushbutton,0.4261757
earplugs,0.42599684
chart,0.42588824
racehorse,0.42582136
flashlight,0.4258204
document,0.42580396
womb,0.42571878
service,0.42567778
bulldozer,0.4252962
seat,0.4249828
scope,0.42460108
supplies,0.42438328
squeaker,0.42390248
lighter,0.42361653
behave,0.42338175
glasses,0.42314637
shack,0.4231187
detonator,0.42301837
pegboard,0.42295253
kid,0.42285874
entrepreneur,0.42282042
calipers,0.4227546
institute,0.42265362
catacomb,0.4225347
carpet,0.42247587
scalpel,0.42235243
wavelength,0.42224514
chessboard,0.4221435
axes,0.42192885
logos,0.42185563
secretary,0.42170322
sales,0.42169508
mansion,0.42167357
telemarketer,0.4216152
nonhuman,0.4215389
hospital,0.42146122
tub,0.42120987
schoolbag,0.42109472
ax,0.4210267
chair,0.420981
brooder,0.42095122
grater,0.42089272
doornail,0.42068502
rubble,0.420646
album,0.42058846
tops,0.4205736
palette,0.42024174
biosphere,0.42009062
newspaper,0.41961604
dispenser,0.4196139
gymnasium,0.41954583
egg,0.41939268
skateboarding,0.41933078
through,0.4193295
neurobiologist,0.41921848
compost,0.4191989
icebreaker,0.41917533
minivan,0.41916484
nails,0.41902977
ammo,0.41902262
blanket,0.4189954
substance,0.41894978
megaphone,0.41889754
builder,0.4188035
detector,0.4187914
stationery,0.4187569
mitten,0.4184469
dungeon,0.41836452
gnat,0.4182874
diffuser,0.4181534
wallet,0.41814876
aftermarket,0.41802794
farm,0.41801643
cup,0.41783872
sprinter,0.41771472
nothing,0.41753682
beetle,0.41753644
imagination,0.4174366
saw,0.41734236
thick,0.41733176
ace,0.41732937
english,0.41719395
mall,0.41695362
paperwork,0.41692343
speedster,0.41670758
heartbeat,0.4166923
program,0.41664475
correct,0.41653082
blip,0.4165166
cooker,0.41649517
book,0.4162879
cosmonaut,0.41623446
valve,0.41622508
manuscript,0.41614306
floorboard,0.41595197
submitter,0.41594434
bedrock,0.4158326
woodblock,0.41568488
checklist,0.41563663
antifreeze,0.41553497
alarm,0.41547894
bus,0.4153875
quiche,0.4153731
school,0.4153419
flame,0.41527778
arm,0.4152311
epidermis,0.41514695
skates,0.41513258
speedway,0.41507822
exerciser,0.41504818
examiner,0.4150216
playmat,0.41500092
scoreboard,0.4147084
toiletry,0.4145129
shackle,0.41444355
satinwood,0.41442633
whittler,0.4143454
taillight,0.41433084
leg,0.41412926
cats,0.41402534
paper,0.41399944
cave,0.41382337
floor,0.41382217
nest,0.41376376
submarine,0.41373536
bookshop,0.41342825
cubby,0.41341925
lantern,0.4133806
scrapbook,0.4133742
cycle,0.41324133
uranium,0.41298267
boat,0.41297334
arms,0.41280085
sifter,0.4126343
fireplace,0.41246262
coffee,0.41241083
scribbler,0.41235185
greenroom,0.41228145
driveway,0.41217786
sitting,0.4120677
clef,0.41198784
movie,0.41191572
simpsons,0.41190886
uterus,0.41183418
icepick,0.41178283
handsaw,0.41160178
phonebook,0.41147482
outer,0.41140884
oven,0.4113918
bird,0.4111936
celing,0.4106763
letter,0.410644
nutcracker,0.41052252
copywriter,0.4104429
hair,0.41032428
visor,0.4101624
purse,0.41009998
crib,0.41002685
crate,0.40993726
fumbler,0.40983182
bob,0.40979004
chains,0.40974033
craft,0.40951517
helicoptor,0.40934652
check,0.4092214
exchange,0.40919298
mouthpiece,0.4090218
soap,0.40888706
movers,0.40880013
slammer,0.4086935
eggs,0.40868378
teem,0.40866536
hole,0.4086371
volkswagen,0.40851426
storehouse,0.40847194
teapot,0.40843362
trinket,0.40843022
suitcase,0.40836352
ringer,0.40830445
lampshade,0.40827227
bobble,0.4080974
cinema,0.40809298
nutcrackers,0.40808254
cat,0.40801173
thickener,0.40800527
logbook,0.4080031
wetsuit,0.40798387
griddle,0.40795276
snowboard,0.40789786
clasp,0.40787584
bungee,0.407784
earth,0.40774912
cocoon,0.40762088
advil,0.40758297
clearinghouse,0.40758276
railroad,0.40754303
arsenal,0.4075376
backdrop,0.40741783
carbohydrates,0.40736437
encasement,0.407364
wingtip,0.40730703
recliner,0.40715382
utensils,0.40688378
attendees,0.40671796
hangar,0.4065969
thermos,0.4064983
sandpaper,0.40647894
ashcan,0.40646833
wood,0.40644723
latrine,0.40638325
tiller,0.4063226
kite,0.40625566
catapult,0.40615416
stem,0.4057631
airboat,0.4057431
saws,0.4057321
rocks,0.4057
banknote,0.4056264
nightstand,0.40550923
ad,0.40547428
apartment,0.40545985
rink,0.40544224
child,0.40540698
license,0.40535265
gripper,0.40531445
potato,0.40529016
mortar,0.40522772
wheel,0.40514833
detailer,0.40514058
notes,0.40511653
infield,0.40510324
dreamcatcher,0.4050288
suite,0.40493858
university,0.40490994
dumpster,0.40487695
moneybag,0.4048665
wings,0.40478808
spreader,0.40474096
applecart,0.40470636
cell,0.40465873
thumb,0.40464798
bowl,0.40462577
option,0.40456563
explorers,0.4045274
toothbrush,0.40449208
nitrite,0.40447333
coffer,0.404334
decal,0.40426975
inlay,0.40426952
wing,0.4042324
gun,0.40412048
heart,0.40403914
codpiece,0.40397888
bloodstream,0.40391862
buffet,0.4039013
cardboard,0.40382582
bedbug,0.4038195
physique,0.4037497
knitting,0.4036303
gallery,0.4035508
pet,0.40351847
embryo,0.40349698
present,0.40346557
hot,0.4033314
bubblewrap,0.4028949
burglar,0.4028899
collection,0.40287536
nitrogen,0.40284348
smelter,0.40281713
nuts,0.40279275
cappuccino,0.40277404
luggage,0.40257567
horse,0.4025389
asphalt,0.40247604
bag,0.4022963
bog,0.40227327
sweepings,0.40226233
pavement,0.40221897
bioluminescence,0.40218168
backlog,0.40209913
cardiogram,0.40209734
birdhouse,0.40209305
plant,0.40203395
wizard,0.40196368
splinter,0.40186045
memo,0.4017756
planetarium,0.40176454
well,0.4017443
hotel,0.40157902
rock,0.40149653
eardrum,0.40146053
scientist,0.4013698
artery,0.40136355
greenhouse,0.40131506
docket,0.4013069
housefly,0.40121245
steamboat,0.40118724
racket,0.40102258
condition,0.4010201
hornet,0.40099907
ratchet,0.40092838
package,0.40082586
editor,0.40076855
harvester,0.40074837
sedan,0.4006887
mainsheet,0.4006654
ring,0.4006186
sunglasses,0.40056756
percussion,0.40050495
stupid,0.40049082
accept,0.40047514
chevron,0.40035814
plate,0.4003333
hamster,0.40024522
handcart,0.40019238
marketplace,0.4001658
bubbles,0.39999616
steamroller,0.39999443
magnesium,0.399957
workhorse,0.39991277
mower,0.3998858
top,0.3998735
dj,0.39974132
chicken,0.39962652
stair,0.39959028
seed,0.3995859
ladder,0.3995074
polyester,0.3994775
adhesion,0.39926425
sign,0.3991404
fryer,0.39909634
truck,0.39895576
gnome,0.3989228
optometrist,0.39891642
germ,0.39880833
workhouse,0.3987226
greenback,0.3985905
blower,0.39858872
constellation,0.39855224
pinhole,0.39838094
theft,0.39833856
ceramics,0.39826572
apple,0.39820224
tray,0.39811218
beach,0.39806616
airlift,0.39795953
fingernail,0.39794636
emu,0.39791048
driving,0.3978967
subway,0.39788812
ladybug,0.39786762
sunroom,0.39782935
watch,0.3977266
sheets,0.39771354
bottleneck,0.3976376
privates,0.39757174
assets,0.3975703
muffler,0.3975352
icicle,0.3975272
stimulant,0.39750046
limestone,0.3973869
warlock,0.3973079
backpack,0.39729032
pliers,0.39725125
log,0.3970363
invoice,0.3970352
icing,0.39699447
poultry,0.39693868
harness,0.39689386
beaker,0.3967939
flick,0.3967886
sawdust,0.39676693
paddle,0.39653593
toothpick,0.3965273
ashes,0.3965141
playhouse,0.39640594
phrasebook,0.39633745
oxygen,0.3963201
creator,0.39627725
trash,0.39617682
mantel,0.3961736
blade,0.39597046
honda,0.39595053
flies,0.39594555
investments,0.3958805
acupuncture,0.39584935
nutshell,0.39581388
snail,0.39576805
drawer,0.39570552
craps,0.39568552
talking,0.3956834
pawnbroker,0.3955785
mite,0.39541453
bikini,0.39531496
lanyard,0.39524975
italics,0.39521903
faucet,0.39518726
calender,0.395175
competitor,0.395083
parking,0.39489114
tennis,0.39488775
stairway,0.39483288
weapon,0.39482415
snack,0.39472955
ammunition,0.3947203
nicotine,0.39461178
ground,0.39459175
lunchbox,0.3945912
greens,0.3945117
carving,0.39445257
baguette,0.39443076
disease,0.39441115
earwig,0.3943963
door,0.3943948
bats,0.39437267
monogram,0.39430168
earring,0.3942751
clerks,0.39427477
nutrition,0.3942666
foundation,0.3942546
bridge,0.39418712
water,0.3941294
locket,0.39407384
doorframe,0.3940332
goggles,0.39395946
searcher,0.39374757
beginner,0.39370131
stimulus,0.3936493
crab,0.39337388
kids,0.39328945
ear,0.39317647
drainpipe,0.39316526
granite,0.393162
ski,0.3930414
newsstand,0.392941
amoeba,0.39290762
safe,0.3928209
gold,0.39273775
bullets,0.39268854
pilot,0.39267677
supermarket,0.39261907
hairspray,0.3924969
cosmologist,0.39245886
mousetrap,0.39244497
anchor,0.39221942
timecard,0.39219713
genome,0.3921188
spore,0.3919583
quiz,0.39176872
cleaver,0.39173746
photosynthesis,0.39166236
spammer,0.39156002
anesthesia,0.39138365
flirter,0.39114374
daybook,0.3909235
outflow,0.39083016
pick,0.3907922
bed,0.39076367
buttons,0.39076132
learner,0.3907457
glass,0.39072293
insomniac,0.3906995
wig,0.3905971
crevice,0.39055926
lessons,0.39043587
marker,0.39043355
soda,0.390364
diaphragm,0.39035583
noisemaker,0.39032838
calcium,0.39029458
quarry,0.39025682
dating,0.39023927
knife,0.38992193
blogger,0.38987577
streetlamp,0.38975883
houseboat,0.38954586
gimlet,0.38951024
den,0.38949436
gurney,0.3894614
think,0.38938648
finger,0.3893833
horseshit,0.38932604
coal,0.3892134
oxcart,0.38917005
nameplate,0.3891502
stocks,0.388735
engraving,0.3886246
meaning,0.3886214
d,0.388539
hand,0.3884959
solitaire,0.38842022
seedling,0.38834164
ecosystem,0.38833377
wreck,0.38828793
bones,0.38819963
groove,0.38812846
ore,0.38812226
flusher,0.38806587
newsprint,0.388034
tot,0.3877929
cookie,0.3877003
brush,0.3876836
spittoon,0.387597
crafter,0.3875927
shower,0.38758108
bowls,0.3874281
trunks,0.38731262
icepack,0.38726336
railcar,0.3872125
scaffolding,0.38699624
matting,0.38693014
hatchback,0.38664436
wax,0.3865776
backbone,0.38648343
coin,0.38643658
bat,0.3864262
sunroof,0.38640198
ashtray,0.38636497
wishbone,0.38633502
them,0.38632435
polish,0.38627344
wormwood,0.3861858
eggshell,0.38614485
fireworks,0.38582218
expansion,0.38577855
merchant,0.38573974
podium,0.38568756
kink,0.3856291
sanitarium,0.385629
surgeon,0.38558173
ford,0.3855648
silverback,0.38552302
bible,0.3854192
football,0.38540807
zipper,0.38537312
article,0.38530958
imbecile,0.38502142
sickness,0.3849366
embroidery,0.3847983
screenplay,0.38477418
handiwork,0.384714
binder,0.3846994
dolls,0.3846568
plants,0.38464463
rings,0.3845791
kitten,0.38457006
gate,0.3845694
lobe,0.38452077
residence,0.38444662
polygraph,0.38444445
depot,0.38435793
mulch,0.3842371
stone,0.3841731
rigger,0.38412046
tick,0.38411993
apron,0.38387877
breadbox,0.3838399
under,0.38379413
suits,0.3837936
groin,0.38368845
manicurist,0.38367587
hospice,0.3835663
gap,0.38354123
handbook,0.38353014
scribe,0.3832859
sports,0.38321602
undergarment,0.3831468
sofa,0.38308847
backward,0.38291967
tinderbox,0.38283813
tracksuit,0.3827647
compasses,0.38271675
classical,0.3826992
drum,0.38268355
massive,0.38268346
windbreaker,0.382616
juice,0.38250232
horses,0.3824752
oak,0.38235077
gin,0.38230777
hose,0.38225228
tag,0.38224494
timepiece,0.38217646
firefly,0.38211894
enamel,0.38207948
houseplant,0.38206512
handbag,0.38192686
barrier,0.38171864
signature,0.38166633
bathtub,0.38158485
pool,0.38154593
poem,0.3815405
daycare,0.38152626
knob,0.3814957
reword,0.3813597
hitch,0.3813117
lobby,0.38131124
eyes,0.38119012
corkscrew,0.3811565
drummer,0.38111472
sediment,0.3808993
auditorium,0.38088775
hearth,0.38088447
attack,0.38086134
spyglass,0.38084513
homestead,0.38076097
booth,0.38075686
skittle,0.3807348
case,0.38065043
supernova,0.3806334
lithograph,0.38058698
pickaxe,0.3805462
vellum,0.38036597
posion,0.38031304
fly,0.38022405
dividers,0.38015002
mammogram,0.38011605
blind,0.38008144
bathhouse,0.38006335
courier,0.38005197
sweater,0.37997597
chimney,0.3799274
stoplight,0.37992555
bundler,0.37987822
beanbags,0.3797998
syllabus,0.379723
sweetener,0.37957993
maggot,0.37955615
silkworm,0.37955472
fatigue,0.3795273
marathon,0.37952068
research,0.3795051
caption,0.37943664
sun,0.37935805
artwork,0.3793071
launderer,0.37928802
partition,0.37928054
teaching,0.37927517
monopoly,0.37912676
metropolis,0.37905833
souvenir,0.37905723
decorations,0.37905473
gunsmith,0.37892544
projectile,0.3787995
jeep,0.3787635
bumper,0.37872893
horn,0.37864044
tank,0.37860024
osmosis,0.37857825
putty,0.37852126
paste,0.378515
pocket,0.3784709
walmart,0.3784225
center,0.378331
haircut,0.37811035
tacks,0.37810746
shoe,0.3779768
coalminer,0.37775037
gasses,0.3777331
ukulele,0.37765914
lawnmower,0.37758094
claw,0.37747365
woodpecker,0.37744403
storybook,0.37738895
collector,0.37732834
flypaper,0.37731978
framework,0.377312
matches,0.3772512
takeaway,0.3771578
student,0.37714887
outhouse,0.37713915
lender,0.37708881
column,0.37706026
motel,0.37705612
tutor,0.37705573
graphologist,0.3769456
arch,0.3769425
basketball,0.3768973
carbonation,0.37684447
manhole,0.3768137
shit,0.37671405
clothing,0.37664613
tearoom,0.37659693
slipcover,0.37658638
saddle,0.37649208
scavenger,0.3764766
chariot,0.37637523
sport,0.37634283
underwear,0.37624156
ballot,0.3761133
citation,0.3760383
dislocation,0.37601978
writer,0.37601113
quadriceps,0.3759579
hoe,0.3759299
carrier,0.37583974
cookbook,0.37583706
thoroughbred,0.37580603
arachnids,0.37573707
firehouse,0.37571102
pulley,0.37559462
dirt,0.3755449
freshness,0.37540787
pipe,0.37520736
earthling,0.37508932
sickle,0.37501538
straightedge,0.3749374
script,0.37487775
abyss,0.37485546
departure,0.37478787
charcoal,0.37471998
wad,0.37466967
underlay,0.3746388
clapper,0.37462848
baseball,0.37448332
noise,0.3744494
cod,0.37443054
duster,0.37437117
fumigator,0.3743598
kind,0.37435085
switchblade,0.3742514
cruiser,0.37418103
infection,0.37406826
woodchuck,0.37403628
ceiling,0.37394786
divider,0.3739064
bifocals,0.37385216
comet,0.37379456
packet,0.37378925
sex,0.3737459
beverage,0.3736961
honeycomb,0.37365863
businessman,0.37365663
stadium,0.37359214
temperature,0.37355557
bumblebee,0.37354243
mantle,0.3735366
landscape,0.37343073
vertebrae,0.37341776
paintbrush,0.3734135
turtle,0.37326998
stealing,0.3732531
stool,0.37316585
bunny,0.37311983
doctor,0.3730752
barbwire,0.3728732
shrine,0.3728181
dam,0.37279648
minefield,0.37274918
torchlight,0.37262273
hello,0.37255508
airfield,0.3725196
interviewer,0.3725024
bumps,0.37249133
state,0.372467
garbage,0.3724447
hour,0.37239525
courtroom,0.37236017
lesson,0.37227932
suppository,0.37227428
shoes,0.37224817
skyrocket,0.37215906
firework,0.37211382
origami,0.37209457
geode,0.3720456
wetland,0.3719722
crayon,0.37196082
debtor,0.37196064
highlighter,0.37193447
fan,0.37186944
marketing,0.3718665
attention,0.3718102
fetus,0.37176836
snails,0.37174892
cellar,0.37168014
deformation,0.37166762
bundle,0.37166336
roulette,0.37163955
mammal,0.37141132
stars,0.37124506
quake,0.37124282
flares,0.3712352
sunbird,0.37120068
supplier,0.37117362
morgue,0.3710541
robin,0.3709149
cage,0.37089813
globe,0.37082976
apples,0.37082076
congestion,0.37079623
ballpoint,0.370768
gobbler,0.37073123
flyswatter,0.37067425
biologist,0.37065312
cereal,0.3705786
beam,0.37053806
